ID;Filename;Link;Catalog;Title;Date;Creator;Contributor;Publisher;Width;Height;Scale;Shelfmark;;Remarks;Questions
1874/348597;0215030001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348597;http://hdl.handle.net/1874/348597;Gemeente Oost-Dongeradeel, (voormalige vierde grietenij van Oostergoo) : kadastrale gemeenten: 1. Anjum. 2. Ee. 3. Nijkerk, IVe kanton (Dokkum), Ie arrondissement (Leeuwarden) 1855 ...;1859;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;900;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A4) (Dk49-1);;;
1874/348598;0215040001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348598;http://hdl.handle.net/1874/348598;Kollumerland en Nieuw Kruisland, de vijfde grietenij van Oostergoo : kadastrale gemeenten: 1. Kollum. 2. Burum. 3. Westergeest, IVe kanton (Dokkum), Ie arrondissement (Leeuwarden) 1847 ...;1849;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;660;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A5) (Dk49-1);;;
1874/348599;0215050001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348599;http://hdl.handle.net/1874/348599;Achtkarspelen, de zesde grietenij van Oostergoo : kadastrale gemeenten: 1. Buitenpost. 2. Kooten. 3. Drogeham. 4. Surhuizum, Ve kanton (Bergum), Ie arrondissement (Leeuwarden) 1844 ...;1850;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;650;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A6) (Dk49-1);;;
1874/348603;0215100001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348603;http://hdl.handle.net/1874/348603;Dantumadeel, de zevende grietenij van Oostergoo : kadastrale gemeenten: 1. Akkerwoude. 2. Veenwouden. 3. Birdaard, IVe kanton (Dokkum), Ie arrondissement (Leeuwarden) 1847 ...;1849;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;650;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A7) (Dk49-1);;;
1874/352103;0215060001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-352103;http://hdl.handle.net/1874/352103;Tietjerksteradeel, de achtste grietenij van Oostergoo : kadastrale gemeenten: 1. Bergum. 2. Giekerk. 3. Hardegarijp. 4. Oostermeer, Ve kanton (Bergum), Ie arrondissement (Leeuwarden) 1847 ...;1850;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;760;680;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A8) (Dk49-1);;;
1874/348600;0215070001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348600;http://hdl.handle.net/1874/348600;Smallingerland, de negende grietenij van Oostergoo : kadastrale gemeenten: 1. Rottevalle. 2. Oudega. 3. Dragten. 4. Boornbergum, IIe kanton (Beesterzwaag), IIe arrondissement (Heerenveen) 1848 ...;1850;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;850;700;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A9) (Dk49-1);;;
1874/348601;0215080001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348601;http://hdl.handle.net/1874/348601;Idaarderadeel, de tiende grietenij van Oostergoo : kadastrale gemeenten 1. Grouw 2. Roordahuizum 3. Warrega, VIe kanton (Rauwerd), Ie arrondissement (Leeuwarden) 1848 ...;1850;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;640;590;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A10) (Dk49-1);;;
1874/348602;0215090001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348602;http://hdl.handle.net/1874/348602;Rauwerderhem, de elfde grietenij van Oostergoo : Kadastrale gemeente Rauwerd, VIe kanton (Rauwerd), Ie arrondissement (Leeuwarden) 1849 ...;1851;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;630;560;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A11) (Dk49-1);;;
1874/348604;0215150001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348604;http://hdl.handle.net/1874/348604;Gemeente Menaldumadeel, (voormalige eerste grietenij van Westergoo) : Kadastrale gemeenten 1. Beetgum 2. Berlikum 3. Dronrijp 4. Deinum, IIe kanton (Berlikum), Ie arrondissement (Leeuwarden) 1851 ... Uitgegeven op last der Staten van Friesland;1854;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;630;570;1:25.000.;KAART: *VIII*.B.d.16 (B12) (Dk49-1);;;
1874/348605;0215160001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348605;http://hdl.handle.net/1874/348605;Gemeente Franekeradeel, (voormalige tweede grietenij van Westergoo) : benevens het grondgebied van de stad Franeker : kadastrale gemeenten 1. Ried 2. Tjum, VIIe kanton (Harlingen), Ie arrondissement (Leeuwarden) 1852 ...;1856;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;660;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B13) (Dk49-1);;;
1874/348654;0215170001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348654;http://hdl.handle.net/1874/348654;Gemeente Barradeel, (voormalige derde grietenij van Westergoo) : benevens het grondgebied der stad Harlingen : kadastrale gemeenten 1. Minnertsga 2. Sexbierum, VIIde kanton (Harlingen), Ie arrondissement (Leeuwarden) 1852 ...;1856;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;650;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B14) (Dk49-1);;;
1874/348655;0215180001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348655;http://hdl.handle.net/1874/348655;Baarderadeel, de vierde grietenij van Westergoo : kadastrale gemeenten 1. Jorwerd 2. Oostwierum 3. Baard, VIe kanton (Rauwerd), Ie arrondissement (Leeuwarden) 1844 ...;1849;J.W. Witteveen delin[eavi]t ; D. en H. Veelwaard sculps[erun]t.;Leeuwarden : W. Eekhoff;630;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B15) (Dk49-1);;;
1874/348656;0215190001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348656;http://hdl.handle.net/1874/348656;Hennaarderadeel, de vijfde grietenij van Westergoo : kadastrale gemeenten 1. Wommels 2. Oosterend, IIe kanton (Bolsward), IIIe arrondissement (Sneek) Mei 1851 ...;1854;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;640;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B16) (Dk49-1);;;
1874/348657;0215200001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348657;http://hdl.handle.net/1874/348657;Gemeente Wonseradeel, (voormalige zesde grietenij van Westergoo) benevens het grondgebied der stad Bolsward : kadastrale gemeenten 1. Arum 2. Witmarsum 3.Burgwerd 4. Makkum 5. Tjerkwerd 6 Gaast, IIe kanton (Bolsward), IIIe arrondissement (Sneek) 1854 ... Uitgegeven op last der Staten van Friesland;1857;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;620;780;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B17) (Dk49-1);;;
1874/348658;0215210001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348658;http://hdl.handle.net/1874/348658;Gemeente Wymbritseradeel, (voormalige zevende grietenij van Westergoo) benevens het grondgebied der steden Sneek en Ylst : kadastrale gemeenten 1. Nijland 2. Scharnegoutum 3. Oppenhuizen 4. Heeg 5. Woudsend, Ie kanton (Sneek), IIe arrondissement 1851 ...;1856;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;800;650;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B18) (Dk49-1);;;
1874/348659;0215220001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348659;http://hdl.handle.net/1874/348659;Hemelumer Oldephaert en Noordwolde, de achtste grietenij van Westergoo, benevens het grondgebied van de steden Workum, Hindeloopen en Stavoren : bevattende de kadastrale gemeente Koudum, alsmede die der genoemde steden, IVde kanton (Hindeloopen), IIIde arrondissement (Sneek), April 1851 ...;1854;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;690;650;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B19) (Dk49-1);;;
1874/348660;0215230001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348660;http://hdl.handle.net/1874/348660;Gemeente Het Bildt, (voormalige negende grietenij van Westergoo) : kadastrale gemeenten 1. St. Anna-Porochie 2. St. Jacobi-Parochie 3. Le Vrouwe Parochie, IIe kanton (Berlikum), Ie arrondissement (Leeuwarden) 1852 ...;1854;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;640;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (B20) (Dk49-1);;;
1874/348661;0215240001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348661;http://hdl.handle.net/1874/348661;Utingeradeel, de eerste Grietenij van Zevenwouden : kadastrale gemeenten 1. Oldeboorn, 2. Akkrum, 3. Terhorne;1849;J.W. Witteveen delint. ;" L. Schweickhardt scripst. ;  D. en H. Veelwaard sculpst.";Leeuwarden : W. Eekhoff;630;560;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C21) (Dk49-1);;;
1874/348662;0215250001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348662;http://hdl.handle.net/1874/348662;Gemeente Aengwirden, voormalige tweede grietenij van Zevenwouden : kadastrale gemeente Tjalleberd, Ie kanton (Heerenveen), IIe arrondissement (Heerenveen) 1854 ...;1859;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;640;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C22) (Dk49-1);;;
1874/348663;0215260001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348663;http://hdl.handle.net/1874/348663;Doniawerstal, de derde grietenij van Zevenwouden : kadastrale gemeente Langweer, IIIe kanton (Lemmer), IIIe arrondissement (Sneek) 1850 ...;1853;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;600;750;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C23) (Dk49-1);;;
1874/348664;0215270001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348664;http://hdl.handle.net/1874/348664;Haskerland, de vierde grietenij van Zevenwouden : kadastrale gemeenten 1. Joure 2. Nieuwenhaske, Ie kanton (Heerenveen), IIe arrondissement (Heerenveen) 1849 ...;1851;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;640;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C24) (Dk49-1);;;
1874/348665;0215280001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348665;http://hdl.handle.net/1874/348665;Schoterland, de vijfde grietenij van Zevenwouden : kadastrale gemeenten: 1. Heerenveen. 2. Knype. 3. St. Johannisga. 4. Mildam, Ie kanton (Heerenveen), IIe arrondissement (Heerenveen) 1848 ...;1851;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;1060;670;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C25) (Dk49-1);;;
1874/348666;0215290001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348666;http://hdl.handle.net/1874/348666;Gemeente Lemsterland (voormalige zesde grietenij van Zevenwouden) : Kadastrale gemeenten 1. Lemmer 2.Oosterzee, IIIe kanton (Lemmer), IIIe arrondissement (Sneek) 1853 ...;1856;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;650;600;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C26) (Dk49-1);;;
1874/348667;0215300001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348667;http://hdl.handle.net/1874/348667;Gemeente Gaasterland, voormaals de zevende grietenij van Zevenwouden benevens de stad Sloten met haar grondgebied : kadastrale gemeente Balk, IIIe kanton (Lemmer) IIIe arrondissement (Sneek) 1854 ...;1857;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;790;610;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C27) (Dk49-1);;;
1874/348668;0215310001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348668;http://hdl.handle.net/1874/348668;Opsterland, de achtste grietenij van Zevenwouden : Kadastrale gemeenten: 1. Ureterp. 2. Beesterzwaag. 3. Duurswoude. 4. Gorredijk. 5. Lippenhuizen. 6. Langezwaag, IIe kanton (Beesterzwaag), IIe arrondissement (Heerenveen) 1848 ...;1853;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;1070;680;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C28) (Dk49-1);;;
1874/348669;0215320001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348669;http://hdl.handle.net/1874/348669;Stellingwerf-Oosteinde, de negende grietenij van Zevenwouden : kadastrale gemeenten: 1. Oudeberkoop. 2. Makkinga. 3. Oosterwolde. 4. Donkerbroek, IIIde kanton (Oudeberkoop), IIe arrondissement (Heerenveen) 1849 ...;1851;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;930;660;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C29) (Dk49-1);;;
1874/348670;0215330001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348670;http://hdl.handle.net/1874/348670;Stellingwerf-Westeinde, de tiende grietenij van Zevenwouden : kadastrale gemeenten 1. Oudetrijne. 2. Wolvega. 3. Blesdijk. 4. Noordwolde, IIIe kanton (Oudeberkoop) IIe arrondissement (Heerenveen) 1850 ...;1853;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;1420;640;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C30) (Dk49-1);;;
1874/348672;0215350001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348672;http://hdl.handle.net/1874/348672;Het eiland Ameland, voormaals eene heerlijkheid, later de 31e grietenij der provincie Friesland : thans kadastrale gemeenten 1. Ballum 2. Nes, behoorende tot het IIIe kanton (Holwerd) Ie arrondissement (Leeuwarden), opgemaakt in 1854 ...;1859;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweikhardt scrips[i]t.";Leeuwarden : W. Eekhoff;1040;610;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C31) (Dk49-1);;;
1874/348671;0215340001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348671;http://hdl.handle.net/1874/348671;Het eiland Schiermonnikoog, voormaals eene heerlijkheid, later de 32e grietenij der provincie Friesland : thans burgerlijke en kadastrale gemeente Schiermonnikoog, behoorende tot het IVe kanton (Dokkum) Ie arrondissement (Leeuwarden), opgemaakt in 1858 ... Uitgegeven op last der Staten van Friesland;1859;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweikhardt scrips[i]t.";Leeuwarden : W. Eekhoff;790;600;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (C32) (Dk49-1);;;
1874/348687;0215360001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348687;http://hdl.handle.net/1874/348687;Nieuwe atlas van de provincie Friesland : bevattende kaarten van de dertig grietenijen of gemeenten met de daarin gelegene elf steden en haar grondgebied, alsmede van de eilanden Ameland en Schiermonnikoog : naar de kadastrale plans en later topographische opneemingen getekend op de schaal van 25.000 op 1. en in atlas-plano formaat in het koper gegraveerd op last der Provinciale Staten;1849;W. Eekhoff.;;Leeuwarden : W. Eekhoff;930;750;;KAART: *VIII*.B.d.16a (A) (Dk49-1);;;
1874/348688;0215370001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348688;http://hdl.handle.net/1874/348688;Nieuwe atlas van de provincie Friesland : bevattende kaarten van de dertig grietenijen of gemeenten met de daarin gelegene elf steden en haar grondgebied, alsmede van de eilanden Ameland en Schiermonnikoog : naar de kadastrale plans en later topographische opneemingen getekend op de schaal van 25.000 op 1. en in atlas-plano formaat in het koper gegraveerd op last der Provinciale Staten;1849;W. Eekhoff.;;Leeuwarden : W. Eekhoff;930;750;;KAART: *VIII*.B.d.16b (A) (Dk49-1);;;
1874/350051;0215450001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350051;http://hdl.handle.net/1874/350051;Hydrographische kaart der zeegaten van Vlieland, Terschelling en Ameland, met de vaarwaters naar Harlingen en verder de Zuider Zee opgaande, tot aan de Middelgronden;1853;trigonometrisch opgenomen, en in plan gebragt op last van het Departement van Marine door ... S.J. Keuchenius, 1831 ;" herz. op last van het Departement van Marine door A. van Rhijn ;  corr. gegraveerd door van Baarsel & Tuijn.";['s-Gravenhage] : Departement van Marine;1070;900;Schaal [ca. 1:50.000];KAART: *VIII*.B.d.19 (Dk50-9);;;
1874/348673;0215470001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348673;http://hdl.handle.net/1874/348673;Dominii Frisiae tabula, inter Flevum et Lavicam;1665;auctore B. Schotano à Sterringa.;;[Amsterdam] : ex Officina Nicolai Visscher;560;470;Schaal [ca. 1:170.000];KAART: *VIII*.B.d.21 (Dk38-5);;;
1874/348674;0215480001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348674;http://hdl.handle.net/1874/348674;Illustribus ac potentibus comitatus Drentiae D.D. Statoribus ... Reflorescentis Provinciae et Westerwoldiae Dominii Typum Emendatum LMQ dedicat Cornelius Pijnacker 1634.;1634;;;Amstelodami : Henricus Hondius excudit;490;390;Schaal [ca. 1:225.000];KAART: *VIII*.B.e.1a (Dk38-6);;;
1874/348675;0215490001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348675;http://hdl.handle.net/1874/348675;Illustribus ac potentibus comitatus Drentiae DD. Statoribus ... Reflorescentis Provinciae et Westerwoldiae Dominii typum emendatum LMQ dedicat Cornelius Pynacker.;1750;;;Amstelodami : apud F. de Wit, ex officina I. Covens et C. Mortier;490;380;Schaal [ca. 1:225.000];KAART: *VIII*.B.e.1b (Dk38-6);;;
1874/348676;0215500001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348676;http://hdl.handle.net/1874/348676;Drentia Comitatus Transiselaniae Tabula II;1645;Auctore Cornelio Pynacker I.C.;;[Amsterdam] : [Iohannem Blaev];530;380;Schaal [ca. 1:220.000].;KAART: *VIII*.B.e.2 (Dk38-6);;;
1874/348677;0215520001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348677;http://hdl.handle.net/1874/348677;Nieuwe naaukeurige kaart van het graafschap Drente.;1740;;;[Te Amsterdam : by Hendrik de Leth [...];220;165;Schaal [ca. 1:430.000];KAART: *VIII*.B.e.4 (Dk38-6);;;
1874/348678;0215530001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348678;http://hdl.handle.net/1874/348678;Nieuwe kaart van het vrye landschap Drenthe;1794;J. van Jagen fecit.;;[Amsterdam etc. : J. de Groot etc.];350;290;;KAART: *VIII*.B.e.5 (Dk38-6);;;
1874/351614;0215540005.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351614;http://hdl.handle.net/1874/351614;Transisalania Provincia vulgo Over-Yssel;1743;auct. N. ten Have ;" verm. en verb. door J. de Lat, 1743 ;  Gerardus Coeck hasce literas sculpsit.";Te Deventer : by Jan de Lat;1050;850;Schaal [ca. 1:100.000];KAART: *VIII*.B.f.1 (Dk38-6);;;
1874/348679;0215550001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348679;http://hdl.handle.net/1874/348679;L'Over-Issel suivant les nouvelles observations de Mess.rs de l'Academie Royale des sciences etc., augmentées de nouveau.;1715;;;A Leide : chez Pierre vander Aa;300;230;Schaal [ca. 1:400.000];KAART: *VIII*.B.f.2 (Dk38-6);;;
1874/348680;0215560001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348680;http://hdl.handle.net/1874/348680;Carte von Over-Yssel und Drenthe;1787;entworfen durch F.L. Güssefeld und hrsg. von den Homännischen Erben.;;Zu N : ;470;580;Schaal [ca. 1:230.000];KAART: *VIII*.B.f.3 (Dk38-6);;;
1874/348681;0215570001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348681;http://hdl.handle.net/1874/348681;Transisalania Provincia, vulgo Over-yssel;1750;auctor. N. ten-Have ... ; edita vero per Nicolaum Visscher.;[Amsterdam] : nunc apud Pet;570;440;Schaal [ca. 1:200.000];KAART: *VIII*.B.f.4 (Dk38-6);;;
1874/348682;0215580001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348682;http://hdl.handle.net/1874/348682;Ditio Trans-Isulana.;1638;;;[Amsterdam] : Joannes Janssonius excud.;460;360;Schaal [ca. 1:480.000];KAART: *VIII*.B.f.5 (Dk38-6);;;
